"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test case tests API to Create Protocol based on policy for endotoxin residue verification when surface area unit is SQIN volume is L","15254","Create Protocol and select based on policy for Endotoxin residue verification","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:49:19 IST 2024","passed","Tue Dec 17 16:49:35 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to create an inspection on equipment and validate the nitrosamine residue verification chemical samples for surface area sqm and volume as l","599","Create Inspection on Equipment & Validate the Nitrosamine Residue Verification Chemical Samplesfor surface area sqm and volume as l","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 16:30:46 IST 2024","passed","Tue Dec 17 16:30:47 IST 2024","TestInspectionMultiProductionProtocolSqml","test_multi_production_protocol_inspection_sqm_l","",""
"This test case test API to validate the production limit report generated on audit portal with excel data when select equipment","1358","Validate production limits report","tests.scenarios.audit_portal","Tue Dec 17 15:31:47 IST 2024","passed","Tue Dec 17 15:31:49 IST 2024","TestAuditPortalLimits","test_audit_portal_formulation_facility","",""
"This test case test the cleaning agent from list of equipment sal when only default ARL criteria is selected & default surface area is sqm","6648","Test Cleaning agent SAL","tests.scenarios","Tue Dec 17 15:36:07 IST 2024","passed","Tue Dec 17 15:36:13 IST 2024","TestCleaningAgentLimit","test_cleaning_agent_limit","",""
"This test case tests API to Create Protocol bioburden residue verification for split when select based on policy for both direct and Indirect","11928","Create Protocol for bioburden residue verification for split & select based on policy for both direct and indirect","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:51:04 IST 2024","passed","Tue Dec 17 16:51:16 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case API to add new user to CLEEN with support role","59","Add new User with support role","tests.unit.user_management","Tue Dec 17 18:06:16 IST 2024","passed","Tue Dec 17 18:06:16 IST 2024","TestUserManagement","test_user_management","",""
"This test case tests API to Create Protocol and add custom for direct and based on policy for indirect contact surface area","4804","Create Protocol and add custom cleaning agent residue verification SAL","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:46:35 IST 2024","passed","Tue Dec 17 16:46:40 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This method is use to test API to archive the equipment group","69","Archive the Equipment Group","tests.unit.production","Tue Dec 17 18:06:08 IST 2024","passed","Tue Dec 17 18:06:08 IST 2024","TestEquipmentGroup","test_equipment_group","",""
"This test case tests API to Create Protocol for bioburden residue verification and validate the sample limits when select based on policy for direct and indirect","77351","Validate the sample limits of bioburden residue verification for direct indirect bop","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:10:50 IST 2024","passed","Tue Dec 17 17:12:08 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Create Protocol and validate active residue verification SAL when surface area unit is sqin and SAL mass unit is ug","10831","Create Protocol and validate active residue verification SAL when surface area unit is sqcm","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:45:16 IST 2024","passed","Tue Dec 17 16:45:27 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to update details of Additional Test in Cleaning Limit Policy","32","Update Additional Test Details","tests.unit.settings.cleaning_limit_policies","Tue Dec 17 18:06:14 IST 2024","passed","Tue Dec 17 18:06:14 IST 2024","TestAdditionalCleaningCriteria","test_additional_cleaning_criteria","",""
"This test case test API to validate the updating cleaning agent limit policy","2545","Validate the audit logs details for updating cleaning agent limit policy","tests.scenarios.audit_logs","Tue Dec 17 18:14:39 IST 2024","passed","Tue Dec 17 18:14:41 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This method is used to download the production MAC matrix","526","Download Production MAC matrix","tests.unit.production","Tue Dec 17 18:06:10 IST 2024","passed","Tue Dec 17 18:06:11 IST 2024","TestProduction","test_production","",""
"This test case test API to validate the audit logs details for when update the visual detailof inspection","61756","Validate the audit logs details for when update the visual detail of inspection","tests.scenarios.audit_logs","Tue Dec 17 18:16:55 IST 2024","failed","Tue Dec 17 18:17:56 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This test case tests API to create an inspection on equipment and validate the Microbial residue verification Microbial samples for surface area sqm and volume as ml","31431","Create Inspection on Equipment & Validate the Microbial Residue Verification Endotoxin Samplesfor surface area sqm and volume as ml","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 16:36:49 IST 2024","passed","Tue Dec 17 16:37:20 IST 2024","TestInspectionMultiProductionProtocolSqmMl","test_multi_production_protocol_inspection_sqm_ml","",""
"This test case the API to download the equipment sampling record","342","Download Equipment sampling record","tests.unit.production","Tue Dec 17 18:06:07 IST 2024","passed","Tue Dec 17 18:06:07 IST 2024","TestEquipment","test_equipment","",""
"This test case test the Nitrosamine SAL from list of production when upper limit  for surface area is selected","14939","Test Nitrosamine SAL","tests.scenarios.nitrosamine_limits","Tue Dec 17 18:03:26 IST 2024","passed","Tue Dec 17 18:03:41 IST 2024","TestNitrosamineLimit","test_nitrosamine_limits","",""
"This test case tests API to Create Protocol for active residue verification and validate the sample limits when select custom for both direct and indirect","13661","Validate the sample limits of active residue verification for direct indirect custom","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:06:31 IST 2024","passed","Tue Dec 17 17:06:45 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case test API to configure new equipment report on generated report","2744","Configure new equipment report","tests.unit.audit_portal","Tue Dec 17 18:05:37 IST 2024","passed","Tue Dec 17 18:05:40 IST 2024","TestAuditPortal","test_audit_portal","",""
"This test case tests Production wise SAL when All Criteria in Policy is selected for each Equipment mapped to Production","6453","Test Production wise SAL for All Criteria","tests.scenarios","Tue Dec 17 15:39:06 IST 2024","passed","Tue Dec 17 15:39:13 IST 2024","TestLimitOnProduction","test_limit_productions","",""
"This Test case test API to get all Production details","25","Get All Production details","tests.unit.production","Tue Dec 17 18:06:11 IST 2024","passed","Tue Dec 17 18:06:11 IST 2024","TestProduction","test_production","",""
"This test case tests API to Create Protocol microbial residue verification for split when select custom for both direct and Indirect","24602","Create Protocol for microbial residue verification for split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:56:46 IST 2024","passed","Tue Dec 17 16:57:11 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case test API to validate the production limit report generated on audit portal with excel data","1116","Validate production limits report","tests.scenarios.audit_portal","Tue Dec 17 15:31:46 IST 2024","passed","Tue Dec 17 15:31:47 IST 2024","TestAuditPortalLimits","test_audit_portal_formulation_facility","",""
"This test case test the swab & rinse sample limit of equipment map with production forIntermediate and swab & rinse sample unit is in mg","0","Test the swab & rinse limit of equipment map to production for Intermediate","tests.scenarios","Tue Dec 17 15:32:47 IST 2024","skipped","Tue Dec 17 15:32:47 IST 2024","TestChemicalSampleLimitProduction","test_chemical_sample_limit_production","",""
"This test case tests API to Create Protocol for Endotoxin residue verification and validate the sample limits when select based on policy for direct and indirect","22296","Validate the sample limits of Endotoxin residue verification for direct indirect bop","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:41:21 IST 2024","passed","Tue Dec 17 17:41:43 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case tests API to Create Protocol for Endotoxin residue verification and validate the sample limits when select based on policy for direct and indirect","18601","Validate the sample limits of Endotoxin residue verification for direct indirect bop","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:43:16 IST 2024","passed","Tue Dec 17 17:43:34 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case test API to validate the audit logs details for when update the bioburden bacterial residue verification detail of inspection","0","Validate the audit logs details for when update the bioburden bacterial residue verification detail of inspection","tests.scenarios.audit_logs","Tue Dec 17 15:01:41 IST 2024","broken","Tue Dec 17 15:01:41 IST 2024","","test_audit_logs_scenarios","",""
"This test case test API to validate the master data snapshot report for production am mapping with excel file data","0","Validate master data snapshot report for production am mapping","tests.scenarios.audit_portal","Tue Dec 17 15:31:46 IST 2024","skipped","Tue Dec 17 15:31:46 IST 2024","TestApiAuditPortalLimits","test_audit_portal_api_facility","",""
